1 0.25
1.07043 0.231
1.152 0.214571
1.243 0.2005
1.34171 0.188571
1.44643 0.178571
1.55543 0.170286
1.667 0.1635
1.77943 0.158
1.891 0.153571
2 0.15
2 0.15
2.10514 0.147107
2.20686 0.144857
2.306 0.14325
2.40343 0.142286
2.5 0.141964
2.59657 0.142286
2.694 0.14325
2.79314 0.144857
2.89486 0.147107
3 0.15
3 0.15
3.109 0.153571
3.22057 0.158
3.333 0.1635
3.44457 0.170286
3.55357 0.178571
3.65829 0.188571
3.757 0.2005
3.848 0.214571
3.92957 0.231
4 0.25
4 0.25
4.05786 0.271657
4.10286 0.295543
4.135 0.3211
4.15429 0.347771
4.16071 0.375
4.15429 0.402229
4.135 0.4289
4.10286 0.454457
4.05786 0.478343
4 0.5
4 0.5
3.92957 0.519
3.848 0.535429
3.757 0.5495
3.65829 0.561429
3.55357 0.571429
3.44457 0.579714
3.333 0.5865
3.22057 0.592
3.109 0.596429
3 0.6
3 0.6
2.89486 0.602893
2.79314 0.605143
2.694 0.60675
2.59657 0.607714
2.5 0.608036
2.40343 0.607714
2.306 0.60675
2.20686 0.605143
2.10514 0.602893
2 0.6
2 0.6
1.891 0.596429
1.77943 0.592
1.667 0.5865
1.55543 0.579714
1.44643 0.571429
1.34171 0.561429
1.243 0.5495
1.152 0.535429
1.07043 0.519
1 0.5
1 0.5
0.942143 0.478343
0.897143 0.454457
0.865 0.4289
0.845714 0.402229
0.839286 0.375
0.845714 0.347771
0.865 0.3211
0.897143 0.295543
0.942143 0.271657
1 0.25
